Running command: python kuramoto_main.py   --exp_name KTFF_g50_s321   --seed 321   --n_train_glyphs 50   --n_train 2000   --n_test 10000   --epochs 50   --rmts_epochs 50   --model_type kuramoto --use_omega --animate
>>> Hyper‑parameters
exp_name            : KTFF_g50_s321
seed                : 321
checkpoint_every    : 10
load_model          : final
model_type          : kuramoto
animate             : True
epochs              : 50
rmts_epochs         : 50
batch_size          : 64
lr                  : 0.001
finetune            : None
embedding_dim       : 16
oscillator_dim      : 2
num_steps           : 25
step_size           : 0.1
use_omega           : True
omega_kappa         : 2.0
disable_between     : False
symmetric_j         : False
n_train_glyphs      : 50
n_train             : 2000
n_val               : 100
n_test              : 10000
num_workers         : 2
>>> Starting training …
Running on cuda

S/D test loss=0.2068 | acc=0.9232
S/D training complete.

Epoch 1/50 | Train Loss=0.6922, Acc=0.5075 | Val Loss=0.6728, Acc=0.6000
Epoch 2/50 | Train Loss=0.6514, Acc=0.6915 | Val Loss=0.6013, Acc=0.9200
Epoch 3/50 | Train Loss=0.5722, Acc=0.8725 | Val Loss=0.4970, Acc=0.9700
Epoch 4/50 | Train Loss=0.4503, Acc=0.9585 | Val Loss=0.3642, Acc=0.9400
Epoch 5/50 | Train Loss=0.3259, Acc=0.9645 | Val Loss=0.2544, Acc=0.9800
Epoch 6/50 | Train Loss=0.2432, Acc=0.9625 | Val Loss=0.1834, Acc=0.9800
Epoch 7/50 | Train Loss=0.1894, Acc=0.9655 | Val Loss=0.1688, Acc=0.9700
Epoch 8/50 | Train Loss=0.1565, Acc=0.9675 | Val Loss=0.1010, Acc=1.0000
Epoch 9/50 | Train Loss=0.1304, Acc=0.9750 | Val Loss=0.1241, Acc=0.9700
Epoch 10/50 | Train Loss=0.1207, Acc=0.9725 | Val Loss=0.1199, Acc=0.9600
Epoch 11/50 | Train Loss=0.1154, Acc=0.9685 | Val Loss=0.0722, Acc=0.9900
Epoch 12/50 | Train Loss=0.1092, Acc=0.9695 | Val Loss=0.0787, Acc=0.9800
Epoch 13/50 | Train Loss=0.0945, Acc=0.9765 | Val Loss=0.0822, Acc=0.9600
Epoch 14/50 | Train Loss=0.0951, Acc=0.9690 | Val Loss=0.1140, Acc=0.9700
Epoch 15/50 | Train Loss=0.0987, Acc=0.9685 | Val Loss=0.0805, Acc=0.9900
Epoch 16/50 | Train Loss=0.0920, Acc=0.9750 | Val Loss=0.0694, Acc=0.9800
Epoch 17/50 | Train Loss=0.0888, Acc=0.9685 | Val Loss=0.0396, Acc=1.0000
Epoch 18/50 | Train Loss=0.0825, Acc=0.9755 | Val Loss=0.0615, Acc=0.9900
Epoch 19/50 | Train Loss=0.0987, Acc=0.9685 | Val Loss=0.0603, Acc=0.9900
Epoch 20/50 | Train Loss=0.0814, Acc=0.9740 | Val Loss=0.0577, Acc=0.9900
Epoch 21/50 | Train Loss=0.0885, Acc=0.9690 | Val Loss=0.0544, Acc=0.9900
Epoch 22/50 | Train Loss=0.0847, Acc=0.9735 | Val Loss=0.0944, Acc=0.9600
Epoch 23/50 | Train Loss=0.0832, Acc=0.9695 | Val Loss=0.0686, Acc=0.9800
Epoch 24/50 | Train Loss=0.0964, Acc=0.9685 | Val Loss=0.0955, Acc=0.9600
Epoch 25/50 | Train Loss=0.0979, Acc=0.9650 | Val Loss=0.1222, Acc=0.9500
Epoch 26/50 | Train Loss=0.0757, Acc=0.9765 | Val Loss=0.0919, Acc=0.9700
Epoch 27/50 | Train Loss=0.0710, Acc=0.9750 | Val Loss=0.0874, Acc=0.9700
Epoch 28/50 | Train Loss=0.1021, Acc=0.9610 | Val Loss=0.1169, Acc=0.9800
Epoch 29/50 | Train Loss=0.0908, Acc=0.9700 | Val Loss=0.0620, Acc=0.9800
Epoch 30/50 | Train Loss=0.0885, Acc=0.9680 | Val Loss=0.0579, Acc=0.9700
Epoch 31/50 | Train Loss=0.0795, Acc=0.9750 | Val Loss=0.0370, Acc=0.9900
Epoch 32/50 | Train Loss=0.0816, Acc=0.9700 | Val Loss=0.0525, Acc=0.9900
Epoch 33/50 | Train Loss=0.0863, Acc=0.9700 | Val Loss=0.0477, Acc=0.9900
Epoch 34/50 | Train Loss=0.0945, Acc=0.9675 | Val Loss=0.0441, Acc=0.9800
Epoch 35/50 | Train Loss=0.0853, Acc=0.9695 | Val Loss=0.0463, Acc=0.9900
Epoch 36/50 | Train Loss=0.0926, Acc=0.9685 | Val Loss=0.0942, Acc=0.9700
Epoch 37/50 | Train Loss=0.0852, Acc=0.9695 | Val Loss=0.0710, Acc=0.9700
Epoch 38/50 | Train Loss=0.0817, Acc=0.9760 | Val Loss=0.0225, Acc=1.0000
Epoch 39/50 | Train Loss=0.0900, Acc=0.9685 | Val Loss=0.0928, Acc=0.9800
Epoch 40/50 | Train Loss=0.0848, Acc=0.9675 | Val Loss=0.0340, Acc=0.9900
Epoch 41/50 | Train Loss=0.0827, Acc=0.9700 | Val Loss=0.0472, Acc=0.9900
Epoch 42/50 | Train Loss=0.0730, Acc=0.9740 | Val Loss=0.1137, Acc=0.9700
Epoch 43/50 | Train Loss=0.0850, Acc=0.9710 | Val Loss=0.0597, Acc=0.9900
Epoch 44/50 | Train Loss=0.0746, Acc=0.9770 | Val Loss=0.0834, Acc=0.9700
Epoch 45/50 | Train Loss=0.0709, Acc=0.9735 | Val Loss=0.0442, Acc=0.9800
Epoch 46/50 | Train Loss=0.0796, Acc=0.9755 | Val Loss=0.0888, Acc=0.9900
Epoch 47/50 | Train Loss=0.0862, Acc=0.9690 | Val Loss=0.0502, Acc=0.9800
Epoch 48/50 | Train Loss=0.0636, Acc=0.9775 | Val Loss=0.0454, Acc=0.9700
Epoch 49/50 | Train Loss=0.0809, Acc=0.9710 | Val Loss=0.0505, Acc=0.9700
Epoch 50/50 | Train Loss=0.0786, Acc=0.9730 | Val Loss=0.0847, Acc=0.9700

RMTS test loss=0.2856 | acc=0.8974
R-MTS training complete.
