Running command: python kuramoto_main.py   --exp_name BTFF_g15_s319   --seed 319   --n_train_glyphs 15   --n_train 2000   --n_test 10000   --epochs 50   --rmts_epochs 50   --model_type baseline --use_omega --animate
>>> Hyper‑parameters
exp_name            : BTFF_g15_s319
seed                : 319
checkpoint_every    : 10
load_model          : final
model_type          : baseline
animate             : True
epochs              : 50
rmts_epochs         : 50
batch_size          : 64
lr                  : 0.001
finetune            : None
embedding_dim       : 16
oscillator_dim      : 2
num_steps           : 25
step_size           : 0.1
use_omega           : True
omega_kappa         : 2.0
disable_between     : False
symmetric_j         : False
n_train_glyphs      : 15
n_train             : 2000
n_val               : 100
n_test              : 10000
num_workers         : 2
>>> Starting training …
Running on cuda

S/D test loss=0.4713 | acc=0.8326
S/D training complete.

Epoch 1/50 | Train Loss=0.7138, Acc=0.5025 | Val Loss=0.6876, Acc=0.5600
Epoch 2/50 | Train Loss=0.6842, Acc=0.5570 | Val Loss=0.6712, Acc=0.6400
Epoch 3/50 | Train Loss=0.6621, Acc=0.6325 | Val Loss=0.6462, Acc=0.7200
Epoch 4/50 | Train Loss=0.6180, Acc=0.8135 | Val Loss=0.5981, Acc=0.9300
Epoch 5/50 | Train Loss=0.5568, Acc=0.9195 | Val Loss=0.5238, Acc=0.9700
Epoch 6/50 | Train Loss=0.4752, Acc=0.9675 | Val Loss=0.4406, Acc=0.9800
Epoch 7/50 | Train Loss=0.3880, Acc=0.9780 | Val Loss=0.3641, Acc=0.9900
Epoch 8/50 | Train Loss=0.3121, Acc=0.9825 | Val Loss=0.2837, Acc=0.9900
Epoch 9/50 | Train Loss=0.2471, Acc=0.9875 | Val Loss=0.2348, Acc=0.9900
Epoch 10/50 | Train Loss=0.1997, Acc=0.9905 | Val Loss=0.1954, Acc=0.9800
Epoch 11/50 | Train Loss=0.1628, Acc=0.9895 | Val Loss=0.1527, Acc=1.0000
Epoch 12/50 | Train Loss=0.1354, Acc=0.9925 | Val Loss=0.1437, Acc=0.9900
Epoch 13/50 | Train Loss=0.1152, Acc=0.9920 | Val Loss=0.1170, Acc=0.9900
Epoch 14/50 | Train Loss=0.0993, Acc=0.9925 | Val Loss=0.1146, Acc=0.9900
Epoch 15/50 | Train Loss=0.0854, Acc=0.9955 | Val Loss=0.0832, Acc=0.9900
Epoch 16/50 | Train Loss=0.0725, Acc=0.9990 | Val Loss=0.0842, Acc=0.9900
Epoch 17/50 | Train Loss=0.0650, Acc=0.9965 | Val Loss=0.0688, Acc=1.0000
Epoch 18/50 | Train Loss=0.0597, Acc=0.9955 | Val Loss=0.0513, Acc=1.0000
Epoch 19/50 | Train Loss=0.0532, Acc=0.9965 | Val Loss=0.0504, Acc=1.0000
Epoch 20/50 | Train Loss=0.0481, Acc=0.9960 | Val Loss=0.0449, Acc=1.0000
Epoch 21/50 | Train Loss=0.0452, Acc=0.9960 | Val Loss=0.0526, Acc=0.9900
Epoch 22/50 | Train Loss=0.0418, Acc=0.9950 | Val Loss=0.0515, Acc=0.9900
Epoch 23/50 | Train Loss=0.0357, Acc=0.9980 | Val Loss=0.0351, Acc=1.0000
Epoch 24/50 | Train Loss=0.0319, Acc=0.9985 | Val Loss=0.0345, Acc=1.0000
Epoch 25/50 | Train Loss=0.0324, Acc=0.9975 | Val Loss=0.0408, Acc=1.0000
Epoch 26/50 | Train Loss=0.0317, Acc=0.9970 | Val Loss=0.0346, Acc=1.0000
Epoch 27/50 | Train Loss=0.0276, Acc=0.9965 | Val Loss=0.0340, Acc=1.0000
Epoch 28/50 | Train Loss=0.0282, Acc=0.9980 | Val Loss=0.0355, Acc=0.9900
Epoch 29/50 | Train Loss=0.0221, Acc=0.9995 | Val Loss=0.0322, Acc=0.9900
Epoch 30/50 | Train Loss=0.0233, Acc=0.9985 | Val Loss=0.0430, Acc=0.9800
Epoch 31/50 | Train Loss=0.0199, Acc=0.9990 | Val Loss=0.0224, Acc=1.0000
Epoch 32/50 | Train Loss=0.0222, Acc=0.9960 | Val Loss=0.0213, Acc=1.0000
Epoch 33/50 | Train Loss=0.0188, Acc=0.9990 | Val Loss=0.0249, Acc=1.0000
Epoch 34/50 | Train Loss=0.0182, Acc=0.9980 | Val Loss=0.0231, Acc=0.9900
Epoch 35/50 | Train Loss=0.0182, Acc=0.9975 | Val Loss=0.0244, Acc=1.0000
Epoch 36/50 | Train Loss=0.0177, Acc=0.9980 | Val Loss=0.0228, Acc=0.9900
Epoch 37/50 | Train Loss=0.0180, Acc=0.9990 | Val Loss=0.0265, Acc=0.9900
Epoch 38/50 | Train Loss=0.0167, Acc=0.9970 | Val Loss=0.0152, Acc=1.0000
Epoch 39/50 | Train Loss=0.0161, Acc=0.9990 | Val Loss=0.0145, Acc=1.0000
Epoch 40/50 | Train Loss=0.0152, Acc=0.9980 | Val Loss=0.0115, Acc=1.0000
Epoch 41/50 | Train Loss=0.0158, Acc=0.9985 | Val Loss=0.0188, Acc=1.0000
Epoch 42/50 | Train Loss=0.0120, Acc=0.9990 | Val Loss=0.0183, Acc=1.0000
Epoch 43/50 | Train Loss=0.0147, Acc=0.9975 | Val Loss=0.0130, Acc=1.0000
Epoch 44/50 | Train Loss=0.0155, Acc=0.9985 | Val Loss=0.0456, Acc=0.9900
Epoch 45/50 | Train Loss=0.0144, Acc=0.9985 | Val Loss=0.0123, Acc=1.0000
Epoch 46/50 | Train Loss=0.0113, Acc=0.9990 | Val Loss=0.0248, Acc=0.9900
Epoch 47/50 | Train Loss=0.0107, Acc=0.9995 | Val Loss=0.0111, Acc=1.0000
