Running command: python kuramoto_main.py   --exp_name KFFF_g95_s319   --seed 319   --n_train_glyphs 95   --n_train 4000   --n_test 10000   --epochs 50   --rmts_epochs 50   --model_type kuramoto --animate
>>> Hyper‑parameters
exp_name            : KFFF_g95_s319
seed                : 319
checkpoint_every    : 10
load_model          : final
model_type          : kuramoto
animate             : True
epochs              : 50
rmts_epochs         : 50
batch_size          : 64
lr                  : 0.001
finetune            : None
embedding_dim       : 16
oscillator_dim      : 2
num_steps           : 25
step_size           : 0.1
use_omega           : False
omega_kappa         : 2.0
disable_between     : False
symmetric_j         : False
n_train_glyphs      : 95
n_train             : 4000
n_val               : 100
n_test              : 10000
num_workers         : 2
>>> Starting training …
Running on cuda

S/D test loss=0.2167 | acc=0.9243
S/D training complete.

Epoch 1/50 | Train Loss=0.6139, Acc=0.7658 | Val Loss=0.4874, Acc=0.9500
Epoch 2/50 | Train Loss=0.3660, Acc=0.9610 | Val Loss=0.2355, Acc=0.9900
Epoch 3/50 | Train Loss=0.1845, Acc=0.9718 | Val Loss=0.1171, Acc=0.9700
Epoch 4/50 | Train Loss=0.1180, Acc=0.9752 | Val Loss=0.1006, Acc=0.9800
Epoch 5/50 | Train Loss=0.0936, Acc=0.9770 | Val Loss=0.0770, Acc=0.9800
Epoch 6/50 | Train Loss=0.0806, Acc=0.9782 | Val Loss=0.0469, Acc=0.9900
Epoch 7/50 | Train Loss=0.0810, Acc=0.9798 | Val Loss=0.0652, Acc=0.9900
Epoch 8/50 | Train Loss=0.0738, Acc=0.9798 | Val Loss=0.1086, Acc=0.9600
Epoch 9/50 | Train Loss=0.0687, Acc=0.9825 | Val Loss=0.0561, Acc=0.9800
Epoch 10/50 | Train Loss=0.0665, Acc=0.9770 | Val Loss=0.0726, Acc=0.9700
Epoch 11/50 | Train Loss=0.0663, Acc=0.9788 | Val Loss=0.0493, Acc=0.9800
Epoch 12/50 | Train Loss=0.0641, Acc=0.9798 | Val Loss=0.0477, Acc=0.9800
Epoch 13/50 | Train Loss=0.0617, Acc=0.9815 | Val Loss=0.0318, Acc=0.9900
Epoch 14/50 | Train Loss=0.0557, Acc=0.9840 | Val Loss=0.0386, Acc=0.9900
Epoch 15/50 | Train Loss=0.0615, Acc=0.9788 | Val Loss=0.0357, Acc=0.9900
Epoch 16/50 | Train Loss=0.0620, Acc=0.9812 | Val Loss=0.0398, Acc=0.9900
