Running command: python kuramoto_main.py   --exp_name KFFF_g15_s492   --seed 492   --n_train_glyphs 15   --n_train 2000   --n_test 10000   --epochs 50   --rmts_epochs 50   --model_type kuramoto --animate
>>> Hyper‑parameters
exp_name            : KFFF_g15_s492
seed                : 492
checkpoint_every    : 10
load_model          : final
model_type          : kuramoto
animate             : True
epochs              : 50
rmts_epochs         : 50
batch_size          : 64
lr                  : 0.001
finetune            : None
embedding_dim       : 16
oscillator_dim      : 2
num_steps           : 25
step_size           : 0.1
use_omega           : False
omega_kappa         : 2.0
disable_between     : False
symmetric_j         : False
n_train_glyphs      : 15
n_train             : 2000
n_val               : 100
n_test              : 10000
num_workers         : 2
>>> Starting training …
Running on cuda

S/D test loss=0.5416 | acc=0.8305
S/D training complete.

Epoch 1/50 | Train Loss=0.6826, Acc=0.5545 | Val Loss=0.6468, Acc=0.6500
Epoch 2/50 | Train Loss=0.6169, Acc=0.8000 | Val Loss=0.5813, Acc=0.7500
Epoch 3/50 | Train Loss=0.5101, Acc=0.9325 | Val Loss=0.4370, Acc=0.9800
Epoch 4/50 | Train Loss=0.3728, Acc=0.9730 | Val Loss=0.2930, Acc=0.9800
Epoch 5/50 | Train Loss=0.2526, Acc=0.9800 | Val Loss=0.1869, Acc=1.0000
Epoch 6/50 | Train Loss=0.1766, Acc=0.9790 | Val Loss=0.1388, Acc=0.9900
Epoch 7/50 | Train Loss=0.1290, Acc=0.9850 | Val Loss=0.1062, Acc=0.9900
Epoch 8/50 | Train Loss=0.1089, Acc=0.9800 | Val Loss=0.1083, Acc=0.9800
Epoch 9/50 | Train Loss=0.0916, Acc=0.9785 | Val Loss=0.0887, Acc=0.9800
Epoch 10/50 | Train Loss=0.0764, Acc=0.9845 | Val Loss=0.0938, Acc=0.9700
Epoch 11/50 | Train Loss=0.0746, Acc=0.9815 | Val Loss=0.0668, Acc=1.0000
Epoch 12/50 | Train Loss=0.0660, Acc=0.9875 | Val Loss=0.0524, Acc=0.9900
Epoch 13/50 | Train Loss=0.0640, Acc=0.9860 | Val Loss=0.0415, Acc=1.0000
